locus	description	name
PA14_41563	uroporphyrin-III C-methyltransferase	cobA
PA14_41570	major porin and structural outer membrane porin OprF precursor	oprF
PA14_41575	RNA polymerase sigma factor SigX	sigX
PA14_41590	cytoplasmic membrane protein	PA14_41590
PA14_41610	hypothetical protein	PA14_41610
PA14_41630	cytoplasmic membrane-associated protein	PA14_41630
PA14_41640	ribonuclease activity regulator protein RraA	PA14_41640
PA14_41650	esterase	PA14_41650
PA14_41670	phosphoenolpyruvate synthase	ppsA
PA14_41680	hypothetical protein	PA14_41680
PA14_41690	hypothetical protein	PA14_41690
PA14_41710	hypothetical protein	PA14_41710
PA14_41730	hypothetical protein	PA14_41730
PA14_41740	hypothetical protein	PA14_41740
PA14_41750	hypothetical protein	PA14_41750
PA14_41760	hypothetical protein	PA14_41760
PA14_41780	hypothetical protein	PA14_41780
PA14_41790	hypothetical protein	PA14_41790
PA14_41800	transcriptional regulator	PA14_41800
PA14_41810	transcriptional regulator	PA14_41810
PA14_41820	para-aminobenzoate synthase component I	pabB
PA14_41830	phosphoserine phosphatase	thrH
PA14_41840	phosphoadenosine phosphosulfate reductase	cysH
PA14_41860	hypothetical protein	PA14_41860
PA14_41870	transcriptional regulator CysB	cysB
PA14_41880	universal stress protein	PA14_41880
PA14_41900	2-dehydropantoate 2-reductase	panE
PA14_41910	hypothetical protein	PA14_41910
PA14_41920	phospho-2-dehydro-3-deoxyheptonate aldolase	aroF-1
PA14_41930	hypothetical protein	PA14_41930
PA14_41950	enoyl-CoA hydratase	PA14_41950
PA14_41960	hypothetical protein	PA14_41960
PA14_41970	hypothetical protein	PA14_41970
PA14_41980	hypothetical protein	PA14_41980
PA14_41990	hypothetical protein	PA14_41990
PA14_42000	hypothetical protein	PA14_42000
PA14_42010	amidotransferase	PA14_42010
PA14_42020	hypothetical protein	PA14_42020
PA14_42030	hypothetical protein	PA14_42030
PA14_42050	oxidoreductase	PA14_42050
PA14_42060	transcriptional regulator	PA14_42060
PA14_42080	3-hydroxyacyl-CoA dehydrogenase	PA14_42080
PA14_42090	acetyl-CoA acetyltransferase	PA14_42090
PA14_42100	hypothetical protein	PA14_42100
PA14_42120	hypothetical protein	PA14_42120
PA14_42130	hypothetical protein	PA14_42130
PA14_42140	transglutaminase	PA14_42140
PA14_42150	hypothetical protein	PA14_42150
PA14_42160	hypothetical protein	PA14_42160
PA14_42180	hypothetical protein	PA14_42180
PA14_42200	hypothetical protein	PA14_42200
PA14_42220	membrane sensor domain-containing protein	PA14_42220
PA14_42230	beta-glucosidase	bglX
PA14_42250	type III secretion system protein	pscL
PA14_42260	PscK type III export protein	pscK
PA14_42270	pscJ type III export protein	pscJ
PA14_42280	type III export protein PscI	pscI
PA14_42290	type III export protein PscH	pscH
PA14_42300	type III export protein PscG	pscG
PA14_42310	type III export protein PscF	pscF
PA14_42320	type III export protein PscE	pscE
PA14_42340	type III export protein PscD	pscD
PA14_42350	Type III secretion outer membrane protein PscC precursor	pscC
PA14_42360	type III export apparatus protein	pscB
PA14_42380	hypothetical protein	PA14_42380
PA14_42390	transcriptional regulator ExsA	exsA
PA14_42400	exoenzyme S synthesis protein B	exsB
PA14_42410	hypothetical protein	PA14_42410
PA14_42430	exoenzyme S synthesis protein C	exsC
PA14_42440	translocator outer membrane protein PopD precursor	popD
PA14_42450	translocator protein PopB	popB
PA14_42460	regulatory protein PcrH	pcrH
PA14_42470	type III secretion protein PcrV	pcrV
PA14_42480	regulator in type III secretion	pcrG
PA14_42490	transcriptional regulator protein PcrR	pcrR
PA14_42500	type III secretory apparatus protein PcrD	pcrD
PA14_42510	hypothetical protein	PA14_42510
PA14_42520	hypothetical protein	PA14_42520
PA14_42530	type III secretion protein	PA14_42530
PA14_42540	protein in type III secretion	PA14_42540
PA14_42550	Type III secretion outer membrane protein PopN precursor	popN
PA14_42570	type III secretion system ATPase	pscN
PA14_42580	translocation protein in type III secretion	pscO
PA14_42600	translocation protein in type III secretion	pscP
PA14_42610	type III secretion system protein	pscQ
PA14_42620	type III secretion system protein	pscR
PA14_42630	translocation protein in type III secretion	PA14_42630
PA14_42640	translocation protein in type III secretion	pscT
PA14_42660	translocation protein in type III secretion	pscU
PA14_42670	hypothetical protein	PA14_42670
PA14_42680	hypothetical protein	PA14_42680
PA14_42690	spermidine synthase	speE
PA14_42700	DNA-3-methyladenine glycosidase II	alkA
PA14_42710	hypothetical protein	PA14_42710
PA14_42720	enolase-phosphatase	masA
PA14_42730	oxidase	PA14_42730
PA14_42740	methylthioribulose-1-phosphate dehydratase	PA14_42740
PA14_42750	MFS metabolite transporter	PA14_42750
PA14_42760	chorismate synthase	aroC
PA14_42770	hypothetical protein	PA14_42770
PA14_42780	hypothetical protein	PA14_42780
PA14_42790	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase	PA14_42790
PA14_42820	isochorismatase family hydrolase	PA14_42820
PA14_42830	hypothetical protein	PA14_42830
PA14_42840	hypothetical protein	PA14_42840
PA14_42850	GTP cyclohydrolase I	folE
PA14_42860	hypothetical protein	PA14_42860
PA14_42870	hypothetical protein	PA14_42870
PA14_42880	Stk1	stk1
PA14_42890	Stp1	stp1
PA14_42900	IcmF2	icmF2
PA14_42910	DotU2	dotU2
PA14_42920	HsiJ2	hsiJ2
PA14_42940	Lip2.2	lip2.1
PA14_42950	Fha2	fha2
PA14_42960	Lip2.2	lip2.2
PA14_42970	Sfa2	sfa2
PA14_42980	ClpV2	clpV2
PA14_42990	HsiH2	hsiH2
PA14_43000	HsiG2	hsiG2
PA14_43020	hypothetical protein	PA14_43020
PA14_43030	HsiC2	hsiC2
PA14_43040	HsiB2	hsiB2
PA14_43050	HsiA2	hsiA2
PA14_43070	Hcp2	hcp2
PA14_43080	VgrG14	vgrG14
PA14_43090	hypothetical protein	PA14_43090
PA14_43100	RhsP2	rhsP2
PA14_43110	glutathione S-transferase	PA14_43110
PA14_43130	aminotransferase	PA14_43130
PA14_43140	MarR family transcriptional regulator	PA14_43140
PA14_43150	hypothetical protein	PA14_43150
PA14_43160	transporter	PA14_43160
PA14_43170	bile acid/Na+ symporter family transporter	PA14_43170
PA14_43180	short chain dehydrogenase	PA14_43180
PA14_43190	oxidoreductase	PA14_43190
PA14_43200	sulfate transporter	PA14_43200
PA14_43220	methyl-accepting chemotaxis transducer	PA14_43220
PA14_43230	hypothetical protein	PA14_43230
PA14_43240	hypothetical protein	PA14_43240
PA14_43250	hypothetical protein	PA14_43250
PA14_43270	tRNA 2-selenouridine synthase	PA14_43270
PA14_43280	selenophosphate synthetase	selD
PA14_43290	lipoprotein	PA14_43290
PA14_43300	hypothetical protein	PA14_43300
PA14_43310	hypothetical protein	PA14_43310
PA14_43320	glutaminase	PA14_43320
PA14_43340	two-component response regulator KdpE	kdpE
PA14_43350	two-component sensor KdpD	kdpD
PA14_43370	potassium-transporting ATPase subunit C	kdpC
PA14_43380	potassium-transporting ATPase subunit B	kdpB
PA14_43400	potassium-transporting ATPase subunit A	kdpA
PA14_43405	potassium-transporting ATPase subunit F	kdbF
PA14_43420	acyl-CoA dehydrogenase	PA14_43420
PA14_43430	IclR family transcriptional regulator	PA14_43430
PA14_43440	enoyl-CoA hydratase	PA14_43440
PA14_43460	3-hydroxyacyl-CoA dehydrogenase	PA14_43460
PA14_43480	GntR family transcriptional regulator	PA14_43480
PA14_43490	cyanate MFS transporter	PA14_43490
PA14_43510	hypothetical protein	PA14_43510
PA14_43520	hypothetical protein	PA14_43520
PA14_43530	hypothetical protein	PA14_43530
PA14_43540	hydrolase	PA14_43540
PA14_43550	hydrolase	PA14_43550
PA14_43570	hypothetical protein	PA14_43570
PA14_43580	transcriptional regulator	PA14_43580
PA14_43600	hypothetical protein	PA14_43600
PA14_43610	AMP-binding protein	PA14_43610
PA14_43620	phosphohistidine phosphatase SixA	PA14_43620
PA14_43630	lipase	PA14_43630
PA14_43640	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	gpsA
PA14_43650	hypothetical protein	PA14_43650
PA14_43660	hypothetical protein	PA14_43660
PA14_43670	sensor/response regulator hybrid	PA14_43670
PA14_43680	3-hydroxydecanoyl-ACP dehydratase	fabA
PA14_43690	3-oxoacyl-ACP synthase	fabB
PA14_43710	methyl-accepting chemotaxis transducer	PA14_43710
PA14_43720	hypothetical protein	PA14_43720
PA14_43730	hypothetical protein	PA14_43730
PA14_43740	hypothetical protein	PA14_43740
PA14_43760	hypothetical protein	PA14_43760
PA14_43770	transcriptional regulator	PA14_43770
PA14_43780	oxidoreductase	PA14_43780
PA14_43790	aldehyde dehydrogenase	PA14_43790
PA14_43810	cytochrome c	PA14_43810
PA14_43820	transcriptional regulator	PA14_43820
PA14_43830	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB
PA14_43840	hypothetical protein	PA14_43840
PA14_43850	heat shock protein 90	htpG
PA14_43870	hypothetical protein	PA14_43870
PA14_43880	hypothetical protein	PA14_43880
PA14_43890	hypothetical protein	PA14_43890
PA14_43900	hypothetical protein	PA14_43900
PA14_43910	hypothetical protein	PA14_43910
PA14_43920	branched chain amino acid transporter	braB
PA14_43940	succinyl-CoA synthetase subunit alpha	sucD
PA14_43950	succinyl-CoA synthetase subunit beta	sucC
PA14_43970	dihydrolipoamide dehydrogenase	lpdG
PA14_44000	dihydrolipoamide succinyltransferase	sucB
PA14_44010	2-oxoglutarate dehydrogenase E1	sucA
PA14_44020	succinate dehydrogenase iron-sulfur subunit	sdhB
PA14_44030	succinate dehydrogenase flavoprotein subunit	sdhA
PA14_44050	succinate dehydrogenase (D subunit)	sdhD
PA14_44060	succinate dehydrogenase, cytochrome b556 subunit	sdhC
PA14_44070	type II citrate synthase	gltA
PA14_44080	hypothetical protein	PA14_44080
PA14_44090	Fe-S-cluster oxidoreductase	PA14_44090
PA14_44100	hypothetical protein	PA14_44100
PA14_44110	hypothetical protein	PA14_44110
PA14_44120	3-hydroxyisobutyrate dehydrogenase	PA14_44120
PA14_44130	hypothetical protein	PA14_44130
PA14_44140	hypothetical protein	PA14_44140
PA14_44150	hypothetical protein	PA14_44150
PA14_44160	ATP-NAD kinase	PA14_44160
PA14_44170	hypothetical protein	PA14_44170
PA14_44180	LysR family transcriptional regulator	PA14_44180
PA14_44190	sugar MFS transporter	PA14_44190
PA14_44200	hypothetical protein	PA14_44200
PA14_44210	glycine/D-amino acid oxidase	PA14_44210
PA14_44230	hypothetical protein	PA14_44230
PA14_44240	glutamine synthetase	PA14_44240
PA14_44260	oxidoreductase	PA14_44260
PA14_44270	sulfur transfer protein SirA	PA14_44270
PA14_44280	RNA 2'-O-ribose methyltransferase	PA14_44280
PA14_44290	aconitate hydratase	acnA
PA14_44300	aerotaxis receptor Aer	aer
PA14_44311	hypothetical protein	PA14_44311
PA14_44320	hypothetical protein	PA14_44320
PA14_44340	cbb3-type cytochrome c oxidase subunit I	PA14_44340
PA14_44350	cbb3-type cytochrome c oxidase subunit II	PA14_44350
PA14_44360	cytochrome c oxidase, cbb3-type subunit III	PA14_44360
PA14_44370	cbb3-type cytochrome c oxidase subunit I	PA14_44370
PA14_44380	cbb3-type cytochrome c oxidase subunit II	PA14_44380
PA14_44390	cytochrome c oxidase subunit	PA14_44390
PA14_44400	cytochrome c oxidase, cbb3-type subunit III	PA14_44400
PA14_44420	ferredoxin	PA14_44420
PA14_44430	hypothetical protein	PA14_44430
PA14_44440	cation-transporting P-type ATPase	PA14_44440
PA14_44450	hypothetical protein	PA14_44450
PA14_44460	hypothetical protein	PA14_44460
PA14_44470	coproporphyrinogen III oxidase	hemN
PA14_44480	PemB	pemB
PA14_44490	transcriptional regulator Anr	anr
PA14_44500	adenine phosphoribosyltransferase	apt
PA14_44510	hypothetical protein	PA14_44510
PA14_44520	drug efflux transporter	PA14_44520
PA14_44530	multidrug efflux system protein MdtI	PA14_44530
PA14_44540	hypothetical protein	PA14_44540
PA14_44560	flavin-containing monooxygenase	PA14_44560
PA14_44570	short-chain dehydrogenase	PA14_44570
PA14_44580	hypothetical protein	PA14_44580
PA14_44590	acyl-CoA dehydrogenase	PA14_44590
PA14_44610	recombination protein RecR	recR
PA14_44620	hypothetical protein	PA14_44620
PA14_44630	DNA polymerase III subunits gamma and tau	dnaX
PA14_44640	hypothetical protein	PA14_44640
PA14_44650	hypothetical protein	PA14_44650
PA14_44660	NAD-dependent DNA ligase LigA	ligA
PA14_44670	cell division protein ZipA	zipA
PA14_44680	chromosome segregation protein	PA14_44680
PA14_44690	GntR family transcriptional regulator	PA14_44690
PA14_44700	alkane-1 monooxygenase	alkB2
PA14_44710	xanthine dehydrogenase	xdhA
PA14_44740	xanthine dehydrogenase	xdhB
PA14_44760	xanthine dehydrogenase accessory factor X	PA14_44760
PA14_44770	guanine deaminase	PA14_44770
PA14_44780	transcriptional regulator	PA14_44780
PA14_44800	transporter	PA14_44800
PA14_44820	transthyretin family protein	PA14_44820
PA14_44830	hypothetical protein	PA14_44830
PA14_44840	hypothetical protein	PA14_44840
PA14_44850	allantoicase	alc
PA14_44860	ureidoglycolate hydrolase	PA14_44860
PA14_44880	hypothetical protein	PA14_44880
PA14_44890	secreted protein Hcp	hcpA
PA14_44900	hypothetical protein	PA14_44900
PA14_44910	hypothetical protein	PA14_44910
PA14_44920	hypothetical protein	PA14_44920
PA14_44930	hypothetical protein	PA14_44930
PA14_44950	transporter	PA14_44950
PA14_44960	hypothetical protein	PA14_44960
PA14_44970	molybdenum cofactor biosynthesis protein A	moaA2
PA14_44980	TetR family transcriptional regulator	PA14_44980
PA14_44990	hypothetical protein	PA14_44990
PA14_45000	glyoxylate carboligase	gcl
PA14_45010	hydroxypyruvate isomerase	PA14_45010
PA14_45020	oxidoreductase	PA14_45020
PA14_45030	hypothetical protein	PA14_45030
PA14_45050	pyruvate kinase	pykF
PA14_45060	transporter	PA14_45060
PA14_45070	potassium channel	PA14_45070
PA14_45090	hypothetical protein	PA14_45090
PA14_45100	hypothetical protein	PA14_45100
PA14_45110	sulfate-binding protein of ABC transporter	cysP
PA14_45120	hypothetical protein	PA14_45120
PA14_45130	transporter	PA14_45130
PA14_45150	transcriptional regulator	PA14_45150
PA14_45170	oxidoreductase	PA14_45170
PA14_45180	oxidoreductase	PA14_45180
PA14_45190	glycerol kinase	PA14_45190
PA14_45210	hypothetical protein	PA14_45210
PA14_45240	amino acid permease	PA14_45240
PA14_45250	transcriptional regulator	PA14_45250
PA14_45260	hypothetical protein	PA14_45260
PA14_45280	cytochrome c-type biogenesis protein	cycH
PA14_45290	cytochrome C-type biogenesis protein CcmH	ccmH
PA14_45300	cytochrome C biogenesis protein CcmG	ccmG
PA14_45310	cytochrome C-type biogenesis protein CcmF	ccmF
PA14_45330	cytochrome c-type biogenesis protein CcmE	ccmE
PA14_45340	heme exporter protein	PA14_45340
PA14_45350	heme exporter protein CcmC	ccmC
PA14_45370	heme exporter protein CcmB	ccmB
PA14_45380	cytochrome c biogenesis protein CcmA	ccmA
PA14_45400	hypothetical protein	PA14_45400
PA14_45410	FlhB domain-containing protein	PA14_45410
PA14_45430	short chain dehydrogenase	PA14_45430
PA14_45440	hypothetical protein	PA14_45440
PA14_45450	hypothetical protein	PA14_45450
PA14_45460	hypothetical protein	PA14_45460
PA14_45470	hypothetical protein	PA14_45470
PA14_45480	hypothetical protein	PA14_45480
PA14_45500	purine-binding chemotaxis protein	PA14_45500
PA14_45510	CheW domain-containing protein	PA14_45510
PA14_45520	plasmid partitioning protein	PA14_45520
PA14_45540	flagellar motor protein MotD	motD
PA14_45560	flagellar motor protein	motC
PA14_45580	chemotaxis-specific methylesterase	PA14_45580
PA14_45590	two-component sensor	PA14_45590
PA14_45610	chemotaxis protein CheZ	cheZ
PA14_45620	two-component response regulator CheY	cheY
PA14_45630	flagellar biosynthesis sigma factor	fliA
PA14_45640	flagellar synthesis regulator FleN	fleN
PA14_45660	flagellar biosynthesis regulator FlhF	flhF
PA14_45680	flagellar biosynthesis protein FlhA	flhA
PA14_45700	hypothetical protein	PA14_45700
PA14_45710	hypothetical protein	PA14_45710
PA14_45720	flagellar biosynthesis protein FlhB	flhB
PA14_45740	flagellar biosynthesis protein FliR	fliR
PA14_45760	flagellar biosynthesis protein FliQ	fliQ
PA14_45770	flagellar biosynthesis protein FliP	fliP
PA14_45780	flagellar protein FliO	fliO
PA14_45790	flagellar motor switch protein	fliN
PA14_45800	flagellar motor switch protein FliM	fliM
PA14_45810	flagellar basal body-associated protein FliL	fliL
PA14_45830	hypothetical protein	PA14_45830
PA14_45840	hypothetical protein	PA14_45840
PA14_45850	hypothetical protein	PA14_45850
PA14_45870	two-component sensor	PA14_45870
PA14_45880	two-component response regulator	PA14_45880
PA14_45890	RND efflux transporter	PA14_45890
PA14_45910	RND efflux membrane fusion protein	PA14_45910
PA14_45920	hypothetical protein	PA14_45920
PA14_45930	hypothetical protein	PA14_45930
PA14_45940	autoinducer synthesis protein LasI	lasI
PA14_45950	regulatory protein RsaL	rsaL
PA14_45960	transcriptional regulator LasR	lasR
PA14_45970	cation-transporting P-type ATPase	PA14_45970
PA14_45980	acetyltransferase	PA14_45980
PA14_46000	hypothetical protein	PA14_46000
PA14_46010	ABC transporter ATP-binding protein	PA14_46010
PA14_46020	hypothetical protein	PA14_46020
PA14_46030	chemotaxis transducer	PA14_46030
PA14_46060	transcriptional regulator	gbuR
PA14_46070	guanidinobutyrase	gbuA
PA14_46080	hypothetical protein	PA14_46080
PA14_46100	transporter	PA14_46100
PA14_46110	sodium:solute symport protein	PA14_46110
PA14_46120	hypothetical protein	PA14_46120
PA14_46140	hypothetical protein	PA14_46140
PA14_46150	hypothetical protein	PA14_46150
PA14_46160	hypothetical protein	PA14_46160
PA14_46170	LysR family transcriptional regulator	PA14_46170
PA14_46180	hypothetical protein	PA14_46180
PA14_46200	hypothetical protein	PA14_46200
PA14_46220	periplasmic spermidine/putrescine-binding protein	PA14_46220
PA14_46230	acetylpolyamine aminohydrolase	aphA
PA14_46240	hypothetical protein	PA14_46240
PA14_46250	hypothetical protein	PA14_46250
PA14_46260	hypothetical protein	PA14_46260
PA14_46270	helicase	PA14_46270
PA14_46280	hypothetical protein	PA14_46280
PA14_46290	TetR family transcriptional regulator	PA14_46290
PA14_46300	hypothetical protein	PA14_46300
PA14_46310	hypothetical protein	PA14_46310
PA14_46320	pyruvate carboxylase	PA14_46320
PA14_46330	transcriptional regulator	PA14_46330
PA14_46340	hypothetical protein	PA14_46340
PA14_46360	two-component response regulator	PA14_46360
PA14_46370	two-component sensor	PA14_46370
PA14_46380	hypothetical protein	PA14_46380
PA14_46390	hypothetical protein	PA14_46390
PA14_46400	transcriptional regulator	PA14_46400
PA14_46420	short chain dehydrogenase	PA14_46420
PA14_46430	hypothetical protein	PA14_46430
PA14_46440	acetyltransferase	PA14_46440
PA14_46450	bifunctional isocitrate dehydrogenase kinase/phosphatase	aceK
PA14_46460	hypothetical protein	PA14_46460
PA14_46470	erythronate-4-phosphate dehydrogenase	pdxB
PA14_46480	transcriptional regulator	PA14_46480
PA14_46490	3-oxoacyl-ACP synthase	fabF2
